0.778397,-0.442012,-0.445762,0,-0.458552,-0.885304,0.0771238,0,-0.428732,0.144375,-0.891821,0,0.369206,0.0384297,0.479837,1
0.923516,0.204996,-0.324153,0,0.123745,-0.959227,-0.25407,0,-0.363027,0.194529,-0.911246,0,0.458708,0.164965,0.522978,1
0.429226,0.0113552,-0.903115,0,-0.252923,-0.958394,-0.132258,0,-0.867058,0.285193,-0.408504,0,0.457528,0.136098,0.412657,1
-0.382619,0.134171,-0.914101,0,-0.279568,-0.959819,-0.0238618,0,-0.880591,0.246428,0.404763,0,0.38402,0.135184,0.250318,1
-0.404268,-0.565439,-0.718907,0,0.104922,-0.809482,0.577677,0,-0.908601,0.158111,0.386582,0,0.371074,0.068269,0.326748,1
0.131867,0.628867,-0.766237,0,-0.272223,-0.720292,-0.638008,0,-0.953155,0.292725,0.076211,0,0.434851,0.17095,0.325331,1
0.749615,0.0271773,-0.661301,0,-0.258633,-0.907676,-0.330474,0,-0.609241,0.418771,-0.673392,0,0.596622,-0.000903997,0.318616,1
0.864893,-0.204139,-0.458549,0,-0.268917,-0.959833,-0.0799138,0,-0.423825,0.192432,-0.885066,0,0.54309,0.0420497,0.55165,1
0.340841,-0.561539,-0.753977,0,-0.54378,-0.771983,0.329129,0,-0.766891,0.297823,-0.568488,0,0.489546,-0.0184664,0.434046,1
0.635416,-0.615063,-0.466824,0,-0.576095,-0.780175,0.243767,0,-0.514147,0.114044,-0.850087,0,0.476394,-0.00964093,0.588841,1
0.754397,0.354323,-0.55256,0,0.182423,-0.921799,-0.342036,0,-0.630552,0.157234,-0.760053,0,0.510354,0.167824,0.506265,1
0.29172,0.111105,-0.950019,0,-0.137992,-0.977942,-0.156744,0,-0.946496,0.176824,-0.269959,0,0.32387,0.148577,0.573075,1
0.81699,-0.0661968,-0.572823,0,-0.205771,-0.961446,-0.182375,0,-0.538676,0.266874,-0.799128,0,0.381469,0.106917,0.672805,1
0.897163,0.377958,-0.228534,0,0.264816,-0.874406,-0.406531,0,-0.35349,0.304211,-0.884591,0,0.357642,0.143369,0.743679,1
0.47407,-0.797865,-0.372357,0,-0.779831,-0.576826,0.243138,0,-0.408785,0.175114,-0.895673,0,0.310104,0.0609679,0.746846,1
0.838347,-0.522049,-0.15691,0,-0.52677,-0.849894,0.0131909,0,-0.140246,0.0715983,-0.987525,0,0.270375,0.0843548,0.653341,1
0.810436,0.0484727,-0.583802,0,-0.0879451,-0.9752,-0.203056,0,-0.579178,0.21591,-0.786089,0,0.385761,0.145718,0.493846,1
0.936144,-0.106056,-0.335213,0,-0.34943,-0.175102,-0.920445,0,0.0389229,0.978821,-0.200984,0,0.309172,-0.0227759,0.367852,1
0.868591,0.0856326,-0.488055,0,0.352594,-0.798842,0.487349,0,-0.348153,-0.595404,-0.724074,0,0.404504,0.265721,0.425959,1
0.962937,-0.163411,-0.214546,0,-0.197486,-0.969012,-0.148308,0,-0.183666,0.185184,-0.965388,0,0.335548,0.10288,0.568214,1
