0.388117,0.702942,-0.596002,0,0.892602,-0.125772,0.432925,0,0.229365,-0.700032,-0.676275,0,0.416211,0.104209,0.531057,1
0.426674,0.356985,-0.830958,0,0.903683,-0.131833,0.40738,0,0.0358812,-0.924759,-0.378858,0,0.460681,-0.0479224,0.41262,1
0.540591,-0.0250795,-0.8409,0,0.829191,-0.152918,0.537624,0,-0.142075,-0.98792,-0.0618715,0,0.489593,-0.149429,0.324417,1
0.489138,-0.46519,-0.737783,0,0.791633,-0.118285,0.599422,0,-0.366121,-0.87727,0.310408,0,0.502216,-0.300881,0.245361,1
0.570644,-0.614374,-0.544877,0,0.689095,-0.00263452,0.724653,0,-0.446652,-0.789006,0.421867,0,0.551667,-0.315402,0.226874,1
0.890587,-0.451027,0.0583887,0,0.0816075,0.284785,0.955101,0,-0.447414,-0.845853,0.290439,0,0.572263,-0.246117,0.42074,1
0.997687,-0.0176395,-0.0654941,0,0.0658443,0.0200645,0.997619,0,-0.0162837,-0.999643,0.02118,0,0.560858,-0.0791443,0.357838,1
0.828423,0.556929,-0.0593801,0,0.0580123,0.0201261,0.998103,0,0.557079,-0.830312,-0.0156361,0,0.397756,0.0432293,0.380135,1
0.696181,0.717825,-0.00628245,0,0.10713,-0.0952379,0.989663,0,0.709821,-0.689671,-0.143206,0,0.321527,0.122699,0.410062,1
0.677204,0.735372,-0.0245631,0,0.192265,-0.144636,0.970616,0,0.710225,-0.66204,-0.239339,0,0.302761,0.138834,0.394915,1
0.953561,0.300329,-0.0224822,0,0.195748,-0.561317,0.804106,0,0.228881,-0.77118,-0.59405,0,0.249133,-0.166362,0.63318,1
0.789705,-0.44509,-0.422186,0,0.240472,-0.408521,0.880491,0,-0.564381,-0.796868,-0.215584,0,0.36103,-0.268561,0.612737,1
0.373273,-0.699739,-0.609108,0,0.474965,-0.419844,0.773382,0,-0.796911,-0.577999,0.175639,0,0.387522,-0.319978,0.484562,1
0.00889616,0.332407,-0.943084,0,0.894263,-0.424649,-0.14124,0,-0.447437,-0.842124,-0.301043,0,0.380109,-0.148568,0.42662,1
0.0173104,0.503373,-0.863885,0,0.999682,-0.0241092,0.00598343,0,-0.017816,-0.86373,-0.50364,0,0.334025,0.0191549,0.502064,1
-0.0141585,0.558757,-0.829199,0,0.972379,0.200884,0.118763,0,0.232937,-0.80463,-0.546178,0,0.27689,0.105288,0.536248,1
-0.280091,0.412589,-0.866776,0,0.951539,0.238682,-0.193868,0,0.126898,-0.879089,-0.459456,0,0.300457,0.0874251,0.477815,1
-0.166818,0.0691603,-0.983549,0,0.975577,0.156088,-0.15449,0,0.142839,-0.985319,-0.0935113,0,0.414176,-0.0368679,0.227304,1
0.631186,0.171497,-0.756422,0,0.762578,0.0408699,0.645589,0,0.141634,-0.984336,-0.104986,0,0.42944,-0.0306253,0.238497,1
0.68543,-0.393734,-0.612486,0,0.588231,-0.19632,0.784489,0,-0.429132,-0.898014,0.0970442,0,0.542637,-0.244833,0.282737,1
